epoch,accuracy,loss,lr,roc_auc,val_accuracy,val_loss,val_roc_auc
0,0.19705882668495178,2.092503309249878,0.001,0.549306333065033,0.3306010961532593,1.7087339162826538,0.6992721557617188
1,0.29592761397361755,1.755466103553772,0.001,0.6651313900947571,0.4166666567325592,1.5891724824905396,0.7999979853630066
2,0.36199095845222473,1.5533626079559326,0.001,0.7361105680465698,0.5095628499984741,1.4838520288467407,0.8377983570098877
3,0.3979637920856476,1.4644978046417236,0.001,0.7673407793045044,0.5163934230804443,1.3976699113845825,0.8460667133331299
4,0.42488688230514526,1.4168542623519897,0.001,0.7850391864776611,0.5327869057655334,1.3371267318725586,0.8508421182632446
5,0.42941176891326904,1.3677756786346436,0.001,0.7998284697532654,0.5116119980812073,1.2869155406951904,0.8497939705848694
6,0.45384615659713745,1.3351548910140991,0.001,0.8099364638328552,0.5423497557640076,1.231271743774414,0.862291693687439
7,0.4893665015697479,1.2847304344177246,0.001,0.8268448710441589,0.5484972596168518,1.1821858882904053,0.8687914609909058
8,0.5047511458396912,1.2544145584106445,0.001,0.8359395861625671,0.5443989038467407,1.1747456789016724,0.8622201085090637
9,0.4961538314819336,1.2457579374313354,0.001,0.8383395075798035,0.5512295365333557,1.1491124629974365,0.8654985427856445
10,0.5178732872009277,1.2073407173156738,0.001,0.8491570949554443,0.5648906826972961,1.111775517463684,0.874701201915741
11,0.5398190021514893,1.1709505319595337,0.001,0.858660876750946,0.5799180269241333,1.0962307453155518,0.8781488537788391
12,0.5524886846542358,1.1414653062820435,0.001,0.867118239402771,0.5928961634635925,1.0703001022338867,0.8833779692649841
13,0.5558823347091675,1.135291576385498,0.001,0.8690245151519775,0.5969945192337036,1.0728306770324707,0.8832143545150757
14,0.5651583671569824,1.1135308742523193,0.001,0.8745803833007812,0.5887978076934814,1.1266791820526123,0.8746354579925537
15,0.5687782764434814,1.0898889303207397,0.001,0.8795289397239685,0.5922130942344666,1.0674359798431396,0.88414466381073
16,0.5805429816246033,1.090065360069275,0.001,0.879470705986023,0.5887978076934814,1.0780571699142456,0.8836821913719177
17,0.5832579135894775,1.080296516418457,0.001,0.882360577583313,0.5942623019218445,1.034827470779419,0.8915868401527405
18,0.5848416090011597,1.064478874206543,0.001,0.8847748637199402,0.5717213153839111,1.07196843624115,0.8843695521354675
19,0.5764706134796143,1.0641885995864868,0.001,0.8854134678840637,0.6051912307739258,1.044753909111023,0.8897838592529297
20,0.5875565409660339,1.0439563989639282,0.001,0.8900150656700134,0.6072404384613037,1.021237850189209,0.8952078223228455
21,0.6036199331283569,1.0311288833618164,0.001,0.8925569653511047,0.6024590134620667,1.0430923700332642,0.8921441435813904
22,0.5981900691986084,1.0378090143203735,0.001,0.8913791179656982,0.6113387942314148,1.0306169986724854,0.8932404518127441
23,0.6106334924697876,1.0304926633834839,0.001,0.8930805325508118,0.5935792326927185,1.067677617073059,0.8881450891494751
24,0.6194570064544678,0.993927001953125,0.00080000004,0.9003060460090637,0.6058743000030518,1.059116244316101,0.8884307146072388
25,0.6074660420417786,1.0052903890609741,0.00080000004,0.897367000579834,0.6058743000030518,1.0567357540130615,0.8906679153442383
26,0.6000000238418579,0.9946399331092834,0.00080000004,0.9001903533935547,0.6181694269180298,1.0260884761810303,0.8956534266471863
27,0.6253393888473511,0.9711710810661316,0.00064000004,0.9052672386169434,0.6127049326896667,1.0318166017532349,0.8946042060852051
28,0.6165158152580261,0.9837031364440918,0.00064000004,0.902668833732605,0.5990437269210815,1.0464420318603516,0.8926198482513428
29,0.6330316662788391,0.9630458354949951,0.00064000004,0.9066798090934753,0.6113387942314148,1.032395601272583,0.8939096331596375
30,0.6269230842590332,0.9583003520965576,0.00051200006,0.9073594808578491,0.6051912307739258,1.0666576623916626,0.8884456157684326
31,0.627828061580658,0.9552615880966187,0.00051200006,0.9080141186714172,0.6113387942314148,1.0274466276168823,0.895209014415741
32,0.6432126760482788,0.9354233741760254,0.00051200006,0.9112420082092285,0.6113387942314148,1.0016382932662964,0.9003305435180664
33,0.6337103843688965,0.9461213946342468,0.00051200006,0.9098047614097595,0.5792349576950073,1.086794376373291,0.8859084248542786
34,0.635067880153656,0.9437960386276245,0.00051200006,0.9104536771774292,0.618852436542511,1.0113556385040283,0.8994765877723694
35,0.639140248298645,0.9235918521881104,0.00051200006,0.9136999249458313,0.625683069229126,0.9712725281715393,0.9066374897956848
36,0.6416289806365967,0.9260030388832092,0.00051200006,0.9133851528167725,0.6106557250022888,1.0500259399414062,0.894333004951477
37,0.6416289806365967,0.9232615828514099,0.00051200006,0.9139984846115112,0.6133880019187927,1.0250794887542725,0.8970468044281006
38,0.6601809859275818,0.9058248996734619,0.00051200006,0.9174231886863708,0.618852436542511,0.973897397518158,0.9065105319023132
39,0.6506787538528442,0.9186354279518127,0.00040960003,0.9150838255882263,0.6161202192306519,1.0492713451385498,0.8940143585205078
40,0.651583731174469,0.9110966920852661,0.00040960003,0.9164736270904541,0.618852436542511,0.9869499802589417,0.9036549925804138
41,0.6565610766410828,0.889991819858551,0.00040960003,0.9199164509773254,0.5894808769226074,1.0800929069519043,0.8888267278671265
42,0.6601809859275818,0.8957719802856445,0.00032768003,0.9192712306976318,0.6133880019187927,1.045591950416565,0.8949745297431946
43,0.6558823585510254,0.9006381630897522,0.00032768003,0.9188111424446106,0.625683069229126,0.9882793426513672,0.9038469195365906
44,0.6617646813392639,0.8772923946380615,0.00032768003,0.9226632118225098,0.6222677826881409,1.0101386308670044,0.9004245400428772
45,0.6644796133041382,0.8765447735786438,0.00026214402,0.9223949909210205,0.6202185750007629,1.0095124244689941,0.9010108709335327
46,0.6631221771240234,0.8802877068519592,0.00026214402,0.9224083423614502,0.6297814249992371,0.9959461092948914,0.9029462933540344
47,0.6579185724258423,0.8760231137275696,0.00026214402,0.9229117035865784,0.6099726557731628,1.037826657295227,0.896080493927002
48,0.6554298400878906,0.8732700347900391,0.00020971522,0.9230726957321167,0.6209016442298889,1.0182273387908936,0.8997791409492493
49,0.6712669730186462,0.8666093945503235,0.00020971522,0.9240663051605225,0.623633861541748,0.9806006550788879,0.9057344794273376
50,0.6769230961799622,0.852702260017395,0.00020971522,0.9271270036697388,0.6277322173118591,0.9967256188392639,0.9032679796218872
