epoch,accuracy,loss,lr,roc_auc,val_accuracy,val_loss,val_roc_auc
0,0.1988687813282013,1.7704046964645386,0.001,0.5502542853355408,0.26980873942375183,1.7146556377410889,0.6648609638214111
1,0.38190045952796936,1.637955904006958,0.001,0.7473621368408203,0.47404372692108154,1.5391111373901367,0.822185218334198
0,0.48665156960487366,1.5158827304840088,0.001,0.8239138722419739,0.5170764923095703,1.4579718112945557,0.8458090424537659
1,0.5343891382217407,1.3970708847045898,0.001,0.8474647998809814,0.5307376980781555,1.3179999589920044,0.8579990863800049
2,0.557239830493927,1.266776204109192,0.001,0.8666657209396362,0.5806010961532593,1.2025169134140015,0.8770665526390076
3,0.5900452733039856,1.1586178541183472,0.001,0.8820650577545166,0.5997267961502075,1.1162102222442627,0.8848313093185425
4,0.6147058606147766,1.0629652738571167,0.001,0.8960075974464417,0.6222677826881409,1.0366628170013428,0.8973175287246704
5,0.6339366436004639,0.9825809597969055,0.001,0.9082311987876892,0.6284152865409851,1.0018162727355957,0.9000416994094849
0,0.6509049534797668,0.9420505166053772,0.001,0.9149712324142456,0.6331967115402222,0.9866023063659668,0.9033892154693604
1,0.6542986631393433,0.9230301976203918,0.001,0.917955219745636,0.6413934230804443,0.9617840051651001,0.9088352918624878
2,0.6644796133041382,0.8957023620605469,0.001,0.9223867654800415,0.6400273442268372,0.9549494385719299,0.9091701507568359
0,0.6671945452690125,0.8862423896789551,0.001,0.9244347214698792,0.6345628499984741,0.9484462141990662,0.9101483821868896
1,0.6708144545555115,0.8700730204582214,0.001,0.9267326593399048,0.6413934230804443,0.937401294708252,0.9120136499404907
2,0.6841629147529602,0.849702000617981,0.001,0.9297058582305908,0.6427595615386963,0.9278250932693481,0.9134238362312317
3,0.692307710647583,0.8321019411087036,0.001,0.9322194457054138,0.6509562730789185,0.9262858629226685,0.9137912392616272
0,0.6929864287376404,0.8291177749633789,0.001,0.9335139989852905,0.6468579173088074,0.938890814781189,0.9113372564315796
1,0.6972850561141968,0.8188823461532593,0.001,0.9343931674957275,0.6605191230773926,0.9165908694267273,0.9155088067054749
2,0.7070135474205017,0.803693950176239,0.001,0.9363847970962524,0.6550546288490295,0.9259126782417297,0.9145678877830505
3,0.7070135474205017,0.7869723439216614,0.001,0.9385591745376587,0.6721311211585999,0.9150367975234985,0.9166348576545715
4,0.7122172117233276,0.7760569453239441,0.001,0.9400953054428101,0.6571038365364075,0.9479568004608154,0.912669837474823
5,0.7194570302963257,0.7587950229644775,0.001,0.9423688054084778,0.6714481115341187,0.9081783890724182,0.9177849292755127
6,0.7251130938529968,0.7405643463134766,0.001,0.9453630447387695,0.6728141903877258,0.9171340465545654,0.9176322221755981
7,0.7314479351043701,0.7253841161727905,0.001,0.947060763835907,0.6666666865348816,0.9217957258224487,0.9171599745750427
8,0.7359728217124939,0.7182489633560181,0.001,0.9480333924293518,0.6653005480766296,0.9479737281799316,0.9146276116371155
9,0.7418552041053772,0.695625901222229,0.001,0.9514404535293579,0.681693971157074,0.9206050038337708,0.919386088848114
10,0.7495474815368652,0.6697969436645508,0.00025,0.9549069404602051,0.6748633980751038,0.9188913106918335,0.9192025661468506
11,0.753619909286499,0.6566687822341919,0.00025,0.9568213820457458,0.6857923269271851,0.9186586737632751,0.9198325276374817
12,0.7581447958946228,0.6497687101364136,0.00025,0.9574742913246155,0.681693971157074,0.9155442714691162,0.9202122688293457
13,0.7556561231613159,0.6500580310821533,0.00025,0.9575169682502747,0.6844262480735779,0.9206233024597168,0.9204665422439575
14,0.763348400592804,0.6343813538551331,6.25e-05,0.9595755338668823,0.6775956153869629,0.9126161932945251,0.9211516380310059
15,0.7615384459495544,0.637087345123291,6.25e-05,0.9592810869216919,0.6775956153869629,0.9231284856796265,0.9202771186828613
