epoch,accuracy,loss,lr,roc_auc,val_accuracy,val_loss,val_roc_auc
0,0.4771493077278137,1.29287850856781,0.0003,0.8219383358955383,0.5642076730728149,1.1435142755508423,0.8699343204498291
1,0.5567873120307922,1.1348999738693237,0.0003,0.8690205216407776,0.5409836173057556,1.147867202758789,0.8675791025161743
0,0.5622171759605408,1.1432164907455444,0.0003,0.8685566782951355,0.5648906826972961,1.1431816816329956,0.8701310157775879
1,0.564479649066925,1.1422374248504639,0.0003,0.8690001368522644,0.5642076730728149,1.1428676843643188,0.8702956438064575
2,0.5656108856201172,1.1409568786621094,0.0003,0.8695483803749084,0.5648906826972961,1.1426136493682861,0.8703826665878296
3,0.564479649066925,1.1394777297973633,0.0003,0.8701184988021851,0.5655737519264221,1.1421515941619873,0.870341420173645
4,0.5651583671569824,1.1380449533462524,0.0003,0.8707088232040405,0.5676229596138,1.1416634321212769,0.8704094886779785
5,0.5665158629417419,1.1366479396820068,0.0003,0.8710795640945435,0.568306028842926,1.141163945198059,0.8703625798225403
6,0.5674208402633667,1.13518488407135,0.0003,0.8716104030609131,0.5703551769256592,1.1406598091125488,0.8704211711883545
7,0.5674208402633667,1.1337461471557617,0.0003,0.8721204996109009,0.5737704634666443,1.1399604082107544,0.8703455924987793
8,0.5678732991218567,1.132384181022644,0.0003,0.8723711967468262,0.5717213153839111,1.1392568349838257,0.870333194732666
9,0.5692307949066162,1.130980372428894,0.0003,0.8727272748947144,0.5717213153839111,1.1385154724121094,0.8704429864883423
10,0.5703619718551636,1.1296167373657227,0.0003,0.8730540871620178,0.5744535326957703,1.1378122568130493,0.8704113364219666
11,0.5696832537651062,1.1282726526260376,0.0003,0.8732936978340149,0.5737704634666443,1.1367366313934326,0.8704474568367004
12,0.5694569945335388,1.1269348859786987,0.0003,0.8735840320587158,0.5730874538421631,1.1362123489379883,0.870323657989502
13,0.5696832537651062,1.1256309747695923,0.0003,0.8738693594932556,0.5724043846130371,1.1355302333831787,0.8704432249069214
14,0.5696832537651062,1.124390721321106,0.0003,0.8741837739944458,0.5737704634666443,1.1346383094787598,0.8704416751861572
0,0.5690045356750488,1.1191048622131348,0.001,0.874575138092041,0.5642076730728149,1.1292909383773804,0.870051383972168
1,0.5730769038200378,1.1017446517944336,0.001,0.8775163888931274,0.561475396156311,1.115540862083435,0.8727615475654602
2,0.5780543088912964,1.0849614143371582,0.001,0.8810453414916992,0.5730874538421631,1.0934618711471558,0.8778761029243469
3,0.5864253640174866,1.0678305625915527,0.001,0.8843131065368652,0.5655737519264221,1.0917638540267944,0.8774845004081726
4,0.5909502506256104,1.0482895374298096,0.001,0.8887502551078796,0.5737704634666443,1.07573401927948,0.8812698125839233
5,0.6011312007904053,1.0336856842041016,0.001,0.8920250535011292,0.5874316692352295,1.0631842613220215,0.8841204047203064
6,0.6000000238418579,1.020087718963623,0.001,0.8942906856536865,0.5799180269241333,1.0661574602127075,0.8828273415565491
7,0.6054298877716064,1.0087332725524902,0.001,0.8968234658241272,0.5874316692352295,1.0561649799346924,0.8856126070022583
8,0.6079185605049133,0.9956600666046143,0.001,0.8996025323867798,0.5956284403800964,1.0479657649993896,0.8881208300590515
9,0.6187782883644104,0.9814060926437378,0.001,0.9027377367019653,0.5840163826942444,1.067935824394226,0.8834859132766724
10,0.611312210559845,0.9839744567871094,0.001,0.9016830921173096,0.5867486596107483,1.0798327922821045,0.8799253702163696
11,0.6183257699012756,0.9625601172447205,0.001,0.9060631990432739,0.5908470153808594,1.0458533763885498,0.888105571269989
12,0.622171938419342,0.9577217102050781,0.001,0.9070597290992737,0.5942623019218445,1.0454083681106567,0.8885222673416138
13,0.6323529481887817,0.9509784579277039,0.001,0.9086242914199829,0.5901639461517334,1.0742740631103516,0.8823853135108948
14,0.6280543208122253,0.9515151977539062,0.001,0.9080278873443604,0.6017759442329407,1.0392473936080933,0.8901476263999939
15,0.6248868703842163,0.9386453628540039,0.001,0.9106781482696533,0.5751366019248962,1.1023659706115723,0.8775435090065002
16,0.631447970867157,0.9362179040908813,0.001,0.9112088680267334,0.6031420826911926,1.0512065887451172,0.8879740238189697
17,0.6359728574752808,0.9287450909614563,0.001,0.9126169681549072,0.5901639461517334,1.0473847389221191,0.8884714245796204
18,0.6382352709770203,0.9158865213394165,0.00025,0.9149754047393799,0.5942623019218445,1.0515143871307373,0.8878480792045593
19,0.6441176533699036,0.9102649092674255,0.00025,0.916192889213562,0.6045082211494446,1.0278730392456055,0.8930515646934509
20,0.6472850441932678,0.9060275554656982,0.00025,0.9170345067977905,0.5969945192337036,1.0417938232421875,0.8899254202842712
21,0.6477375626564026,0.9063559770584106,0.00025,0.9170112013816833,0.5949453711509705,1.0331337451934814,0.8917362093925476
22,0.6434389352798462,0.9031519293785095,0.00025,0.9176241159439087,0.5935792326927185,1.0545177459716797,0.8877437114715576
23,0.6506787538528442,0.8984073400497437,6.25e-05,0.9184597134590149,0.5997267961502075,1.031154990196228,0.8921170234680176
24,0.6472850441932678,0.8973957300186157,6.25e-05,0.918519139289856,0.5949453711509705,1.0370789766311646,0.8907502889633179
25,0.64841628074646,0.8976460695266724,6.25e-05,0.9185547232627869,0.5956284403800964,1.034622311592102,0.8914801478385925
26,0.6509049534797668,0.89570152759552,1.5625e-05,0.9189714193344116,0.5963114500045776,1.0320261716842651,0.8917689919471741
27,0.6509049534797668,0.8951235413551331,1.5625e-05,0.9191213250160217,0.5949453711509705,1.0327982902526855,0.8916398286819458
